Date,gross_return,strategy_return,turnover,transaction_cost,strategy_equity,gross_strategy_equity,strategy_drawdown,price,short_sma,long_sma,signal,position,fallback_position,buy_hold_return,buy_hold_equity,buy_hold_drawdown
2016-07-08,0.0,0.0,0.0,0.0,7541.499130602218,7586.870264592644,-0.24585008693977817,22.00916862487793,21.790281772613525,22.693539657592773,0.0,0.0,0.0,0.007713070729769456,9097.478841469061,-0.2556237320392194
2016-07-11,0.0,0.0,0.0,0.0,7541.499130602218,7586.870264592644,-0.24585008693977817,22.07746696472168,21.76922435760498,22.692296237945556,0.0,0.0,0.0,0.003103176726382495,9125.709926078665,-0.25331380092881195
2016-07-12,0.0,0.0,0.0,0.0,7541.499130602218,7586.870264592644,-0.24585008693977817,22.177623748779297,21.770135116577148,22.696263046264647,0.0,0.0,0.0,0.004536606677643773,9167.109682667553,-0.24992637933200124
2016-07-13,0.0,0.0,0.0,0.0,7541.499130602218,7586.870264592644,-0.24585008693977817,22.052419662475586,21.763419532775877,22.69947557449341,0.0,0.0,0.0,-0.00564551404253133,9115.35663622463,-0.25416093049041466
2016-07-14,0.0,0.0,0.0,0.0,7541.499130602218,7586.870264592644,-0.24585008693977817,22.489503860473633,21.78220052719116,22.70515830993652,0.0,0.0,0.0,0.019820237628698445,9296.025170824934,-0.23937822289996746
2016-07-15,0.0,0.0,0.0,0.0,7541.499130602218,7586.870264592644,-0.24585008693977817,22.48723793029785,21.79620122909546,22.715773754119873,0.0,0.0,0.0,-0.00010075500952977379,9295.088549720258,-0.23945485935436772
2016-07-18,0.0,0.0,0.0,0.0,7541.499130602218,7586.870264592644,-0.24585008693977817,22.72626304626465,21.847422218322755,22.725589008331298,0.0,0.0,0.0,0.010629367497586362,9393.889461837842,-0.23137074555594184
2016-07-19,0.0,0.0,0.0,0.0,7541.499130602218,7586.870264592644,-0.24585008693977817,22.735374450683594,21.901716899871825,22.734001960754394,0.0,0.0,0.0,0.0004009196056737885,9397.655656296625,-0.2310625870183407
2016-07-20,0.0,0.0,0.0,0.0,7541.499130602218,7586.870264592644,-0.24585008693977817,22.755861282348633,21.947816181182862,22.742280311584473,0.0,0.0,0.0,0.0009010993731146666,9406.123877917262,-0.23036969799753848
2016-07-21,0.0,0.0,0.0,0.0,7541.499130602218,7586.870264592644,-0.24585008693977817,22.63520050048828,21.99197988510132,22.74984987258911,0.0,0.0,0.0,-0.005302404526166926,9356.248804093308,-0.23445058919435147
2016-07-22,0.0,0.0,0.0,0.0,7541.499130602218,7586.870264592644,-0.24585008693977817,22.459915161132812,22.021119117736816,22.746977787017823,0.0,0.0,0.0,-0.00774392695800008,9283.794696753532,-0.24037894791437053
2016-07-25,0.0,0.0,0.0,0.0,7541.499130602218,7586.870264592644,-0.24585008693977817,22.159408569335938,22.065965843200683,22.740602798461914,0.0,0.0,0.0,-0.013379685080774695,9159.580447356404,-0.25054243837200296
2016-07-26,0.0,0.0,0.0,0.0,7541.499130602218,7586.870264592644,-0.24585008693977817,22.00688934326172,22.118666648864746,22.731005573272704,0.0,0.0,0.0,-0.006882820252038457,9096.536701553163,-0.25570082005521966
2016-07-27,0.0,0.0,0.0,0.0,7541.499130602218,7586.870264592644,-0.24585008693977817,23.436527252197266,22.225206661224366,22.732288074493407,0.0,0.0,0.0,0.06496319796206396,9687.476816065342,-0.20734876508546496
2016-07-28,0.0,0.0,0.0,0.0,7541.499130602218,7586.870264592644,-0.24585008693977817,23.752962112426758,22.338348579406738,22.739314441680907,0.0,0.0,0.0,0.013501781079781061,9818.27500725131,-0.19664656163903083
2016-07-29,0.0,0.0,0.0,0.0,7541.499130602218,7586.870264592644,-0.24585008693977817,23.723369598388672,22.436351680755614,22.747945556640627,0.0,0.0,0.0,-0.0012458452086110405,9806.042956376701,-0.19764741567103394
2016-08-01,0.0,0.0,0.0,0.0,7541.499130602218,7586.870264592644,-0.24585008693977817,24.142242431640625,22.551997566223143,22.76056179046631,0.0,0.0,0.0,0.017656548810013994,9979.18383246906,-0.18348063810298876
2016-08-02,0.0,0.0,0.0,0.0,7541.499130602218,7586.870264592644,-0.24585008693977817,23.784839630126953,22.660017681121825,22.769490871429444,0.0,0.0,0.0,-0.014804043266720801,9831.451563246626,-0.19556842606462743
2016-08-03,0.0,0.0,0.0,0.0,7541.499130602218,7586.870264592644,-0.24585008693977817,24.083053588867188,22.77680187225342,22.77893560409546,0.0,0.0,0.0,0.012537984841508143,9954.718153916636,-0.18548247518459504
2016-08-04,0.0,0.0,0.0,0.0,7541.499130602218,7586.870264592644,-0.24585008693977817,24.231826782226562,22.89635772705078,22.789279842376708,1.0,0.0,0.0,0.006177505390269511,10016.21347897107,-0.18045078878457887
2016-08-05,0.015207656274302428,0.014207656274302427,1.0,0.001,7648.646158042765,7702.248779774295,-0.23513538419572355,24.6003360748291,23.02591609954834,22.798647956848143,1.0,1.0,0.0,0.015207656274302428,10168.536610729298,-0.167987366080539
2016-08-08,0.008280416115759248,0.008280416115759248,0.0,0.0,7711.9801309535615,7766.026604697925,-0.22880198690464382,24.80403709411621,23.162244606018067,22.806907920837403,1.0,1.0,0.0,0.008280416115759248,10252.736325154468,-0.161097955258117
2016-08-09,0.004059838244712788,0.004059838244712788,0.0,0.0,7743.289522831672,7797.555416517134,-0.22567104771683277,24.90473747253418,23.298600292205812,22.816559505462646,1.0,1.0,0.0,0.004059838244712788,10294.360776200287,-0.15769214865330616
2016-08-10,-0.007443907620705903,-0.007443907620705903,0.0,0.0,7685.649190943333,7739.511134329246,-0.23143508090566667,24.719348907470703,23.431946754455566,22.824085693359375,1.0,1.0,0.0,-0.007443907620705903,10217.730505568032,-0.16396221048692639
2016-08-11,-0.0006480680873496292,-0.0006480680873496292,0.0,0.0,7680.668366972119,7734.495404151399,-0.23193316330278813,24.70332908630371,23.54263801574707,22.831474323272705,1.0,1.0,0.0,-0.0006480680873496292,10211.108720502236,-0.16450401989812802
2016-08-12,0.0023160739485188486,0.0023160739485188486,0.0,0.0,7698.457362884075,7752.409067461893,-0.23015426371159242,24.760543823242188,23.656303310394286,22.83760223388672,1.0,1.0,0.0,0.0023160739485188486,10234.758403395286,-0.1625689494245217
2016-08-15,0.012017187945821295,0.012017187945821295,0.0,0.0,7790.971171906745,7845.571224258472,-0.22090288280932546,25.058095932006836,23.772894954681398,22.84804069519043,1.0,1.0,0.0,0.012017187945821295,10357.75141870896,-0.1525053830980897
2016-08-16,-0.0009135569738870641,-0.0009135569738870641,0.0,0.0,7783.853675859297,7838.403847952423,-0.2216146324140703,25.03520393371582,23.887886428833006,22.859291133880614,1.0,1.0,0.0,-0.0009135569738870641,10348.28902266661,-0.1532796177156922
2016-08-17,-0.0014627077334109506,-0.0014627077334109506,0.0,0.0,7772.468172891879,7826.938554026425,-0.22275318271081213,24.998584747314453,24.000022602081298,22.871261520385744,1.0,1.0,0.0,-0.0014627077334109506,10333.152500285585,-0.15451812216689598
2016-08-18,-0.0012815819499059078,-0.0012815819499059078,0.0,0.0,7762.507117975282,7816.907690852561,-0.22374928820247175,24.9665470123291,24.11658992767334,22.877277336120606,1.0,1.0,0.0,-0.0012815819499059078,10319.909718555593,-0.1556016764804996
2016-08-19,0.002566529415849672,0.002566529415849672,0.0,0.0,7782.429820834309,7836.9700143821165,-0.2217570179165691,25.030624389648438,24.245125389099123,22.879680004119873,1.0,1.0,0.0,0.002566529415849672,10346.396070417179,-0.1534345033444926
2016-08-22,-0.007772537547084402,-0.007772537547084402,0.0,0.0,7721.940592844325,7776.056870689957,-0.22780594071556748,24.83607292175293,24.37895860671997,22.88142692565918,1.0,1.0,0.0,-0.007772537547084402,10265.978318482856,-0.16001446545331366
2016-08-23,0.003133645720017064,0.003133645720017064,0.0,0.0,7746.1384189333185,7800.424278021404,-0.22538615810666818,24.91390037536621,24.524309158325195,22.881689376831055,1.0,1.0,0.0,0.003133645720017064,10298.148257502358,-0.1573822483781051
2016-08-24,-0.0075334983558105195,-0.0075334983558105195,0.0,0.0,7687.782897890404,7741.659794548305,-0.2312217102109596,24.726211547851562,24.58879337310791,22.877517986297608,1.0,1.0,0.0,-0.0075334983558105195,10220.56717453657,-0.16373010782452546
