source,variant,cagr,sharpe,max_drawdown,turnover,trades,cost_drag
v2_leaderboard,spread_threshold,0.08709076457548881,0.6072198454690998,-0.2608577820045398,7.664688427299703,41,0.06541656343013535
v2_leaderboard,fallback_spy,0.1789449402952179,0.8719170308622856,-0.270077061361778,17.01186943620178,46,0.22977771649865053
v2_leaderboard,fallback_qqq,0.19787868018949228,0.8648112490847274,-0.3312278597352053,17.01186943620178,46,0.2500310757051838
v2_leaderboard,momentum_3m,0.07741076547344483,0.5718664175300257,-0.21928037118390165,10.655786350148368,57,0.08759783469328108
v2_leaderboard,long_cash,0.07387239402303147,0.5109114277890678,-0.2308065590299233,8.41246290801187,45,0.0674803419789527
v2_leaderboard,partial_exposure,0.07468912625467095,0.5096678649260885,-0.23325875704110044,10.281899109792285,87,0.08322011652217509
v2_leaderboard,momentum_6m,0.031199372654368895,0.2895985540516761,-0.27700259791857085,9.53412462908012,51,0.06175767274335575
v3_allocation,long_cash_hysteresis,0.1110610951068054,0.6644195303918475,-0.23623812224978746,1.682492581602374,9,0.01583083501546656
v3_allocation,long_cash_hysteresis,0.1110610951068054,0.6644195303918475,-0.23623812224978746,1.682492581602374,9,0.01583083501546656
v3_allocation,long_cash_hysteresis,0.1110610951068054,0.6644195303918475,-0.23623812224978746,1.682492581602374,9,0.01583083501546656
v3_allocation,long_cash_hysteresis,0.1110610951068054,0.6644195303918475,-0.23623812224978746,1.682492581602374,9,0.01583083501546656
v3_allocation,long_cash_hysteresis,0.1110610951068054,0.6644195303918475,-0.23623812224978746,1.682492581602374,9,0.01583083501546656
v3_allocation,long_cash_hysteresis,0.1110610951068054,0.6644195303918475,-0.23623812224978746,1.682492581602374,9,0.01583083501546656
v3_allocation,long_cash_hysteresis,0.1110610951068054,0.6644195303918475,-0.23623812224978746,1.682492581602374,9,0.01583083501546656
v3_allocation,hybrid_qqq_regime,0.12215949657084013,0.6753829950122926,-0.28039528042419115,2.8041543026706233,13,0.027829064876712106
v3_allocation,hybrid_qqq_regime,0.12215949657084013,0.6753829950122926,-0.28039528042419115,2.8041543026706233,13,0.027829064876712106
v3_allocation,hybrid_qqq_regime,0.12215949657084013,0.6753829950122926,-0.28039528042419115,2.8041543026706233,13,0.027829064876712106
v3_allocation,hybrid_qqq_regime,0.12215949657084013,0.6753829950122926,-0.28039528042419115,2.8041543026706233,13,0.027829064876712106
v3_allocation,hybrid_qqq_regime,0.12215949657084013,0.6753829950122926,-0.28039528042419115,2.8041543026706233,13,0.027829064876712106
v3_allocation,hybrid_qqq_regime,0.12215949657084013,0.6753829950122926,-0.28039528042419115,2.8041543026706233,13,0.027829064876712106
v3_allocation,hybrid_qqq_regime,0.12215949657084013,0.6753829950122926,-0.28039528042419115,2.8041543026706233,13,0.027829064876712106
v3_allocation,long_qqq_regime,0.12151605697037215,0.6725042855412147,-0.2803952804241908,2.8041543026706233,11,0.027763953509654327
v3_allocation,long_qqq_regime,0.12151605697037215,0.6725042855412147,-0.2803952804241908,2.8041543026706233,11,0.027763953509654327
v3_allocation,long_qqq_regime,0.12151605697037215,0.6725042855412147,-0.2803952804241908,2.8041543026706233,11,0.027763953509654327
v3_allocation,long_qqq_regime,0.12151605697037215,0.6725042855412147,-0.2803952804241908,2.8041543026706233,11,0.027763953509654327
v3_allocation,long_qqq_regime,0.12151605697037215,0.6725042855412147,-0.2803952804241908,2.8041543026706233,11,0.027763953509654327
v3_allocation,long_qqq_regime,0.12151605697037215,0.6725042855412147,-0.2803952804241908,2.8041543026706233,11,0.027763953509654327
v3_allocation,long_qqq_regime,0.12151605697037215,0.6725042855412147,-0.2803952804241908,2.8041543026706233,11,0.027763953509654327
v3_allocation,long_spy_regime,0.11545756270100616,0.6535378402659557,-0.26957948435672585,3.178041543026706,12,0.030605738279356753
v3_allocation,long_spy_regime,0.11545756270100616,0.6535378402659557,-0.26957948435672585,3.178041543026706,12,0.030605738279356753
v3_allocation,long_spy_regime,0.11545756270100616,0.6535378402659557,-0.26957948435672585,3.178041543026706,12,0.030605738279356753
v3_allocation,long_spy_regime,0.11545756270100616,0.6535378402659557,-0.26957948435672585,3.178041543026706,12,0.030605738279356753
v3_allocation,long_spy_regime,0.11545756270100616,0.6535378402659557,-0.26957948435672585,3.178041543026706,12,0.030605738279356753
v3_allocation,long_spy_regime,0.11545756270100616,0.6535378402659557,-0.26957948435672585,3.178041543026706,12,0.030605738279356753
v3_allocation,long_spy_regime,0.11545756270100616,0.6535378402659557,-0.26957948435672585,3.178041543026706,12,0.030605738279356753
v3_allocation,hybrid_spy_regime,0.11467557093391045,0.649777439294615,-0.2695794843567254,3.178041543026706,15,0.03052457851292223
v3_allocation,hybrid_spy_regime,0.11467557093391045,0.649777439294615,-0.2695794843567254,3.178041543026706,15,0.03052457851292223
v3_allocation,hybrid_spy_regime,0.11467557093391045,0.649777439294615,-0.2695794843567254,3.178041543026706,15,0.03052457851292223
v3_allocation,hybrid_spy_regime,0.11467557093391045,0.649777439294615,-0.2695794843567254,3.178041543026706,15,0.03052457851292223
v3_allocation,hybrid_spy_regime,0.11467557093391045,0.649777439294615,-0.2695794843567254,3.178041543026706,15,0.03052457851292223
v3_allocation,hybrid_spy_regime,0.11467557093391045,0.649777439294615,-0.2695794843567254,3.178041543026706,15,0.03052457851292223
v3_allocation,hybrid_spy_regime,0.11467557093391045,0.649777439294615,-0.2695794843567254,3.178041543026706,15,0.03052457851292223
v3_allocation,hybrid_qqq_regime,0.09876996681943284,0.5557257535422896,-0.33360519953145074,2.8041543026706233,13,0.024801111946134435
v3_allocation,long_qqq_regime,0.09053682066311963,0.5219394216885416,-0.3336051995314504,2.8041543026706233,10,0.023847473959853982
