name,total_return,cagr,ann_volatility,sharpe,sortino,calmar,max_drawdown,trades,win_rate,exposure,turnover,average_trade_return,average_win,average_loss,profit_factor,cost_drag,excess_cagr_vs_benchmark,drawdown_improvement_vs_benchmark,ticker,label,variant,short_window,long_window,spread_threshold,momentum_window,partial_exposure,entry_threshold,exit_threshold,min_hold_days,cooldown_days,cost_bps,benchmark_total_return,benchmark_cagr,benchmark_sharpe,benchmark_max_drawdown,upside_capture,downside_capture,missed_return_while_in_cash,average_holding_days,median_holding_days,trade_frequency_per_year,fallback_exposure,selection_status
AAPL_long_cash_hysteresis_trend_5_200_entry_0.010_exit_-0.010_hold_10_cool_5_0bps,0.7740082469373615,0.11292144176420416,0.18437864998771206,0.6734255084660271,0.7849125361325945,0.4842497551404043,-0.23318843337662298,9,0.75,0.6172106824925816,1.682492581602374,0.08289019828070573,0.1307926796489002,-0.06081724582387771,6.4517561364583775,0.0,-0.06345111173752871,0.10041676615482775,AAPL,selected_v3,long_cash_hysteresis,5,200,0.0,,False,0.01,-0.01,10,5,0.0,1.3876883998144103,0.17637255350173286,0.726686796875903,-0.33360519953145074,0.5450954602901144,0.5350369558963746,0.40959568688410086,166.4,191.0,1.67973939703628,0.0,selected_v3
AAPL_long_cash_hysteresis_trend_5_200_entry_0.010_exit_-0.010_hold_10_cool_5_5bps,0.7660770624094835,0.1119911110201075,0.1843609749528183,0.6689270321933074,0.7795209645190061,0.4771377590904327,-0.234714417139394,9,0.75,0.6172106824925816,1.682492581602374,0.08181114050244434,0.12966722052552457,-0.061757099566796314,6.298897848268125,0.007931184527877999,-0.06438144248162536,0.09889078239205673,AAPL,selected_v3,long_cash_hysteresis,5,200,0.0,,False,0.01,-0.01,10,5,5.0,1.3876883998144103,0.17637255350173286,0.726686796875903,-0.33360519953145074,0.5448711228591406,0.5353557781276789,0.40959568688410086,166.4,191.0,1.67973939703628,0.0,selected_v3
AAPL_long_cash_hysteresis_trend_5_200_entry_0.010_exit_-0.010_hold_10_cool_5_10bps,0.7581774119218949,0.1110610951068054,0.1843455647133324,0.6644195303918475,0.7747049587885251,0.4701235094874926,-0.23623812224978746,9,0.75,0.6172106824925816,1.682492581602374,0.0807326206058023,0.12854232174510316,-0.06269648281210027,6.15069534906804,0.01583083501546656,-0.06531145839492747,0.09736707728166327,AAPL,selected_v3,long_cash_hysteresis,5,200,0.0,,False,0.01,-0.01,10,5,10.0,1.3876883998144103,0.17637255350173286,0.726686796875903,-0.33360519953145074,0.5446467854281669,0.5356746003589834,0.40959568688410086,166.4,191.0,1.67973939703628,0.0,selected_v3
AAPL_long_cash_hysteresis_trend_5_200_entry_0.010_exit_-0.010_hold_10_cool_5_20bps,0.742472274358362,0.10920200797348611,0.18432154080928437,0.655378098645783,0.7649682125760443,0.4563799678879775,-0.23927870559009878,9,0.75,0.6172106824925816,1.682492581602374,0.07857719445737871,0.12629420521312676,-0.06457383780986548,5.867432206135583,0.03153597257899943,-0.06717054552824675,0.09432649394135195,AAPL,selected_v3,long_cash_hysteresis,5,200,0.0,,False,0.01,-0.01,10,5,20.0,1.3876883998144103,0.17637255350173286,0.726686796875903,-0.33360519953145074,0.5441981105662198,0.5363122448215922,0.40959568688410086,166.4,191.0,1.67973939703628,0.0,selected_v3
AAPL_long_cash_hysteresis_trend_5_200_entry_0.010_exit_-0.010_hold_10_cool_5_50bps,0.6961023309605932,0.10363230774194765,0.1843038660708796,0.6280542328163997,0.7349525696193022,0.4172900154611054,-0.24834600374378468,9,0.75,0.6172106824925816,1.682492581602374,0.07212382517098581,0.11956330384811675,-0.07019461086040701,5.109935180888193,0.07790591597676833,-0.07274024575978522,0.08525919578766605,AAPL,selected_v3,long_cash_hysteresis,5,200,0.0,,False,0.01,-0.01,10,5,50.0,1.3876883998144103,0.17637255350173286,0.726686796875903,-0.33360519953145074,0.5428520859803779,0.5382251782094188,0.40959568688410086,166.4,191.0,1.67973939703628,0.0,selected_v3
