name,total_return,cagr,ann_volatility,sharpe,sortino,calmar,max_drawdown,trades,win_rate,exposure,turnover,average_trade_return,average_win,average_loss,profit_factor,cost_drag,excess_cagr_vs_benchmark,drawdown_improvement_vs_benchmark,ticker,label,variant,short_window,long_window,spread_threshold,momentum_window,partial_exposure,entry_threshold,exit_threshold,min_hold_days,cooldown_days,cost_bps,benchmark_total_return,benchmark_cagr,benchmark_sharpe,benchmark_max_drawdown,upside_capture,downside_capture,missed_return_while_in_cash,average_holding_days,median_holding_days,trade_frequency_per_year,fallback_exposure,neighbor_sharpe,stable_neighbor_count,hot_pixel_risk,selection_score
AAPL_long_cash_hysteresis_trend_10_50_entry_0.000_exit_0.000_hold_10_cool_5_10bps,3.591410493245987,0.1435237765491979,0.18916002528829817,0.804877724806641,0.9251380484721079,0.5255142879674292,-0.27311108343850277,73,0.4166666666666667,0.6246939489331934,6.434417628541448,0.04878779009947213,0.17296479777633345,-0.039910072526857354,3.095616627677446,0.3478760192657031,-0.10455466280710124,0.11204804679738911,AAPL,full_hysteresis,long_cash_hysteresis,10,50,0.0,,False,0.0,0.0,10,5,10.0,11.409992485744256,0.24807843935629914,0.917037911215516,-0.3851591302358919,0.54182293102494,0.5351154369043065,1.1861221378989675,48.270270270270274,37.0,6.423331727294627,0.0,0.6447862469106075,1188,0.1600914778960335,0.7070259501388672
AAPL_long_cash_hysteresis_trend_10_150_entry_0.000_exit_0.000_hold_10_cool_0_10bps,2.9395880631528466,0.1282211074866617,0.2186691945775138,0.6623229452202049,0.7355534227473732,0.4398643375101627,-0.2915014847815419,37,0.4444444444444444,0.6824064358167191,3.2612801678908707,0.09231396553631793,0.284763810160787,-0.06164591016325731,3.6954770807230513,0.14832778520110734,-0.11985733186963743,0.09365764545434996,AAPL,full_hysteresis,long_cash_hysteresis,10,150,0.0,,False,0.0,0.0,10,0,10.0,11.409992485744256,0.24807843935629914,0.917037911215516,-0.3851591302358919,0.6222630107685476,0.6353634003596937,1.3063158962852608,102.6842105263158,48.0,3.255661286437003,0.0,0.705268163224321,1620,-0.042945218004116104,0.7069216687184068
AAPL_long_cash_hysteresis_trend_5_50_entry_0.020_exit_-0.010_hold_0_cool_10_10bps,3.1774162165849837,0.13405520913630564,0.18494237883488113,0.7738848199378622,0.8705876315232082,0.459561418924964,-0.29170248766725526,61,0.43333333333333335,0.5925148653375306,5.376705141657922,0.05588126757564193,0.191389845044951,-0.04774293872441796,3.065520142639192,0.263407247627657,-0.1140232302199935,0.09345664256863662,AAPL,full_hysteresis,long_cash_hysteresis,5,50,0.0,,False,0.02,-0.01,0,10,10.0,11.409992485744256,0.24807843935629914,0.917037911215516,-0.3851591302358919,0.5158519015208247,0.5107867708528083,1.3016654884568233,54.645161290322584,38.0,5.367441580342086,0.0,0.6418914264955609,1188,0.13199339344230132,0.7066017963315938
AAPL_long_cash_hysteresis_trend_10_150_entry_0.010_exit_0.000_hold_10_cool_5_10bps,2.7964628002620344,0.12455334369019089,0.21698769151305178,0.6507242690824049,0.7112086187212193,0.4289986796906908,-0.2903350280238489,33,0.5,0.6635187128366562,2.908709338929696,0.10309941299483864,0.2811590429483837,-0.07496021695870639,3.750776803424499,0.12746307062854756,-0.12352509566610825,0.09482410221204296,AAPL,full_hysteresis,long_cash_hysteresis,10,150,0.0,,False,0.01,0.0,10,5,10.0,11.409992485744256,0.24807843935629914,0.917037911215516,-0.3851591302358919,0.6073387447367455,0.6202332824246856,1.3515044203897302,111.58823529411765,69.0,2.9036979041194892,0.0,0.705268163224321,1620,-0.05454389414191607,0.7063412903214294
AAPL_long_cash_hysteresis_trend_10_150_entry_0.010_exit_0.000_hold_0_cool_5_10bps,2.7964628002620344,0.12455334369019089,0.21698769151305178,0.6507242690824049,0.7112086187212193,0.4289986796906908,-0.2903350280238489,33,0.5,0.6635187128366562,2.908709338929696,0.10309941299483864,0.2811590429483837,-0.07496021695870639,3.750776803424499,0.12746307062854756,-0.12352509566610825,0.09482410221204296,AAPL,full_hysteresis,long_cash_hysteresis,10,150,0.0,,False,0.01,0.0,0,5,10.0,11.409992485744256,0.24807843935629914,0.917037911215516,-0.3851591302358919,0.6073387447367455,0.6202332824246856,1.3515044203897302,111.58823529411765,69.0,2.9036979041194892,0.0,0.705268163224321,1620,-0.05454389414191607,0.7063412903214294
AAPL_long_cash_hysteresis_trend_5_100_entry_0.010_exit_-0.005_hold_20_cool_5_10bps,3.076994705260071,0.13162972221546654,0.2073968411635434,0.7010619845488955,0.8084817408751647,0.4106192520530246,-0.32056393254174254,45,0.45454545454545453,0.6785589366911507,3.966421825813221,0.07707864837873032,0.2528520725379205,-0.06939920508726158,3.036202794878173,0.1873918423953036,-0.1164487171408326,0.06459519769414934,AAPL,full_hysteresis,long_cash_hysteresis,5,100,0.0,,False,0.01,-0.005,20,5,10.0,11.409992485744256,0.24807843935629914,0.917037911215516,-0.3851591302358919,0.6007651242136851,0.6095651254258296,1.2918670805911026,84.34782608695652,43.0,3.9595880510720307,0.0,0.7069486402521779,1620,-0.005886655703282395,0.7063324325789078
AAPL_long_cash_hysteresis_trend_5_100_entry_0.010_exit_-0.005_hold_20_cool_0_10bps,3.076994705260071,0.13162972221546654,0.2073968411635434,0.7010619845488955,0.8084817408751647,0.4106192520530246,-0.32056393254174254,45,0.45454545454545453,0.6785589366911507,3.966421825813221,0.07707864837873032,0.2528520725379205,-0.06939920508726158,3.036202794878173,0.1873918423953036,-0.1164487171408326,0.06459519769414934,AAPL,full_hysteresis,long_cash_hysteresis,5,100,0.0,,False,0.01,-0.005,20,0,10.0,11.409992485744256,0.24807843935629914,0.917037911215516,-0.3851591302358919,0.6007651242136851,0.6095651254258296,1.2918670805911026,84.34782608695652,43.0,3.9595880510720307,0.0,0.7069486402521779,1620,-0.005886655703282395,0.7063324325789078
AAPL_long_cash_hysteresis_trend_5_50_entry_0.010_exit_0.000_hold_0_cool_0_10bps,3.7023371303338575,0.14592833030685592,0.18352961365706966,0.835296907550469,0.9473188161390091,0.5463342888545687,-0.2671044693402015,81,0.4,0.5984610003497727,7.139559286463799,0.04479525588120081,0.16861141164640103,-0.03774884796226599,2.9777758483286902,0.3969122608846556,-0.10215010904944322,0.11805466089569039,AAPL,full_hysteresis,long_cash_hysteresis,5,50,0.0,,False,0.01,0.0,0,0,10.0,11.409992485744256,0.24807843935629914,0.917037911215516,-0.3851591302358919,0.5193695572634648,0.5079155818281076,1.1661979755243628,41.73170731707317,29.0,7.127258491929655,0.0,0.6418914264955609,1188,0.19340548105490818,0.7063188265828912
AAPL_long_cash_hysteresis_trend_5_150_entry_0.010_exit_-0.005_hold_0_cool_0_10bps,3.003719143252149,0.12982526461833666,0.2141282652500926,0.6783927556849783,0.7491824622842693,0.39453855720786246,-0.32905596233003476,37,0.5,0.6715634837355718,3.2612801678908707,0.09270480175573106,0.24361091598702986,-0.05820131247556773,4.185660178871311,0.1506742704890316,-0.11825317473796249,0.05610316790585712,AAPL,full_hysteresis,long_cash_hysteresis,5,150,0.0,,False,0.01,-0.005,0,0,10.0,11.409992485744256,0.24807843935629914,0.917037911215516,-0.3851591302358919,0.605492633101512,0.6152452056806492,1.3013984281802289,101.05263157894737,47.0,3.255661286437003,0.0,0.7069175167781823,1620,-0.02852476109320401,0.7058183975406087
AAPL_long_cash_hysteresis_trend_20_150_entry_0.010_exit_-0.005_hold_20_cool_5_10bps,2.8935296527306402,0.12705425400810322,0.2256892815260417,0.6439619242384008,0.7167387039832546,0.35932052905480616,-0.35359586701689394,23,0.6363636363636364,0.6813571178733823,2.0272822665267576,0.15335482529026878,0.3053147857132193,-0.11257510544989466,4.7461725473216845,0.09043021741085466,-0.12102418534819592,0.03156326321899794,AAPL,full_hysteresis,long_cash_hysteresis,20,150,0.0,,False,0.01,-0.005,20,5,10.0,11.409992485744256,0.24807843935629914,0.917037911215516,-0.3851591302358919,0.6374234336559623,0.6529304650004709,1.3145788472903353,162.33333333333334,154.0,2.0237894483257044,0.0,0.7052539062711051,1620,-0.06129198203270425,0.7057065191949327
AAPL_long_cash_hysteresis_trend_20_150_entry_0.010_exit_-0.005_hold_20_cool_0_10bps,2.8935296527306402,0.12705425400810322,0.2256892815260417,0.6439619242384008,0.7167387039832546,0.35932052905480616,-0.35359586701689394,23,0.6363636363636364,0.6813571178733823,2.0272822665267576,0.15335482529026878,0.3053147857132193,-0.11257510544989466,4.7461725473216845,0.09043021741085466,-0.12102418534819592,0.03156326321899794,AAPL,full_hysteresis,long_cash_hysteresis,20,150,0.0,,False,0.01,-0.005,20,0,10.0,11.409992485744256,0.24807843935629914,0.917037911215516,-0.3851591302358919,0.6374234336559623,0.6529304650004709,1.3145788472903353,162.33333333333334,154.0,2.0237894483257044,0.0,0.7052539062711051,1620,-0.06129198203270425,0.7057065191949327
AAPL_long_cash_hysteresis_trend_20_150_entry_0.010_exit_-0.005_hold_20_cool_10_10bps,2.8935296527306402,0.12705425400810322,0.2256892815260417,0.6439619242384008,0.7167387039832546,0.35932052905480616,-0.35359586701689394,23,0.6363636363636364,0.6813571178733823,2.0272822665267576,0.15335482529026878,0.3053147857132193,-0.11257510544989466,4.7461725473216845,0.09043021741085466,-0.12102418534819592,0.03156326321899794,AAPL,full_hysteresis,long_cash_hysteresis,20,150,0.0,,False,0.01,-0.005,20,10,10.0,11.409992485744256,0.24807843935629914,0.917037911215516,-0.3851591302358919,0.6374234336559623,0.6529304650004709,1.3145788472903353,162.33333333333334,154.0,2.0237894483257044,0.0,0.7052539062711051,1620,-0.06129198203270425,0.7057065191949327
AAPL_long_cash_hysteresis_trend_10_50_entry_0.000_exit_-0.005_hold_0_cool_0_10bps,3.5372843858189142,0.14233119161920738,0.191743516646053,0.7911782013891343,0.9086561776499185,0.4816147029732663,-0.2955291662412307,67,0.5151515151515151,0.6362364463098986,5.905561385099685,0.053169549287222284,0.15622541285188699,-0.056327305750233946,2.9468745033032318,0.31441334465451654,-0.10574724773709177,0.08962996399466117,AAPL,full_hysteresis,long_cash_hysteresis,10,50,0.0,,False,0.0,-0.005,0,0,10.0,11.409992485744256,0.24807843935629914,0.917037911215516,-0.3851591302358919,0.5533467092785691,0.5491728765660421,1.198332522938175,53.5,39.0,5.895386653818357,0.0,0.6447862469106075,1188,0.14639195447852682,0.7055039309820531
AAPL_long_cash_hysteresis_trend_10_150_entry_0.005_exit_-0.010_hold_10_cool_10_10bps,2.9338370747922555,0.12807609257630093,0.2219058662458357,0.6553252367902159,0.728831808443626,0.38063397809155974,-0.3364809763396709,29,0.5,0.6883525708289612,2.5561385099685205,0.11887370058319792,0.2986319953303108,-0.06088459416391499,4.904886029564826,0.11580418670292492,-0.12000234677999821,0.04867815389622099,AAPL,full_hysteresis,long_cash_hysteresis,10,150,0.0,,False,0.005,-0.01,10,10,10.0,11.409992485744256,0.24807843935629914,0.917037911215516,-0.3851591302358919,0.6349996940628286,0.6500072977042395,1.3076121157947163,131.2,130.0,2.551734521801975,0.0,0.705268163224321,1620,-0.04994292643410503,0.7054948659158866
AAPL_long_cash_hysteresis_trend_10_150_entry_0.005_exit_0.000_hold_10_cool_0_10bps,2.8542774143990397,0.12604985085705755,0.21779730026995253,0.6552347882506572,0.7220614815292133,0.4324158106828244,-0.29150148478154214,35,0.47058823529411764,0.6740118922700244,3.0849947534102835,0.09678657076626002,0.2773288367842399,-0.06369544347194434,3.870206535175036,0.13724573976231502,-0.12202858849924159,0.09365764545434974,AAPL,full_hysteresis,long_cash_hysteresis,10,150,0.0,,False,0.005,0.0,10,0,10.0,11.409992485744256,0.24807843935629914,0.917037911215516,-0.3851591302358919,0.6148894408537151,0.6281143313780114,1.3323820626645044,107.05555555555556,59.0,3.079679595278246,0.0,0.705268163224321,1620,-0.05003337497366378,0.7047136716984783
